"STU_ID","X1SES","X1MTHEFF","X1TXMTSCOR","X3TGPAMAT"
"23286",0.4272,-0.83,43.9811,1.5
"23289",-0.4834,1.34,64.4739,2.5
"23290",-0.3118,0.95,47.8121,2.5
"23291",-0.2226,-1.02,33.1686,2
"23292",0.0648,0.1,38.1008,3
"23293",0.47,-0.58,50.5306,2.5
"23294",-0.3699,-0.66,49.67,2
"23295",-0.6795,-7,51.572,2.5
"23299",-0.0996,-9,46.6985,3.5
"23300",-0.3554,-1.41,42.7805,2
"23301",-1.0772,0.1,46.908,2
"23302",-0.5447,-7,37.7835,2.5
"23303",-0.4024,-1,45.509,3
"23305",0.8521,-0.58,48.3496,3
"23307",-0.5628,-7,55.5435,1.5
"23310",0.001,0.07,59.3632,2
"23312",-0.587,-7,53.5162,2
"23313",-0.2605,0.1,26.917,1.5
"23316",0.1314,0.27,62.939,3
"23317",0.4161,0.1,63.6274,3
"23319",0.1751,-7,50.441,1.5
"23321",0.0387,0.94,47.5789,3
"23325",0.11,0.1,52.81,3
"23326",1.6718,0.94,55.8949,2.5
"23327",0.2486,-1.41,52.4081,3
"23329",0.0961,0.1,48.0855,1.5
"23331",-0.8103,-0.17,47.477,1.5
"23332",0.2582,-7,55.6698,3
"23335",0.4959,1.62,56.5583,3
"23336",-0.4651,-0.56,32.6667,2.5
"23337",-0.5044,-2.48,42.2728,0.5
"23338",-0.2316,0.1,52.612,3
"23339",0.1228,-0.56,48.9645,1
"23342",-0.3641,0.1,48.5945,3.5
"23343",-0.1495,0.1,46.8777,2
"23344",-0.0037,-0.97,41.1899,1.5
"23345",-1.1135,0.1,49.5187,1.5
"23346",-0.2876,-0.58,35.9482,0.25
"23347",-1.0449,-0.56,62.5009,1.5
"23349",0.5156,1.62,70.808,3
"23352",-0.735,-0.58,50.1096,3.5
"23355",1.2637,-1.41,56.6016,4
"23362",0.1543,0.1,57.6122,0.5
"23363",-0.6231,-0.3,49.5907,0.5
"23365",-0.4136,-1.68,62.3328,2.5
"23367",0.6733,1.34,65.8987,4
"23368",-1.3184,-0.56,50.7086,3
"23369",0.6561,0.1,46.144,2
"23370",-0.2004,1.62,48.2143,2
"23372",0.216,0.1,63.0408,3.5
"23373",-0.0355,0.55,49.8932,3.5
"23375",0.3674,0.1,60.0154,1.5
"23379",0.0437,0.1,60.3258,1.5
"23381",0.8271,0.1,58.74,4
"23383",0.5758,-0.17,55.2519,3.5
"23387",-1.3379,0.1,46.7676,2.5
"23391",0.5648,-1.02,40.5119,3
"23394",-0.7146,-0.34,46.4039,1.5
"23395",-0.8429,0.1,45.1492,2.5
"23396",-0.4141,-7,45.1002,2.5
"23398",1.0829,-0.17,55.321,2.5
"23401",-0.1188,-1.41,62.4135,3
"23404",-1.5336,-7,41.1325,1.5
"23405",-0.4438,0.51,45.3356,3
"23406",-0.3545,-0.17,54.7347,3.5
"23408",0.6581,1.23,49.1926,3.5
"23410",2.297,1.62,77.5469,4
"23412",-0.7975,-0.17,34.6683,2
"23415",-0.7156,-7,45.5589,1
"23417",1.8402,0.1,66.3045,3.5
"23418",-0.3173,1.62,58.199,3.5
"23420",0.0751,-0.69,65.3473,1.5
"23421",-0.1236,-0.17,50.8967,3
"23424",0.3737,1.62,63.4124,3.5
"23425",-0.0359,-0.17,45.282,3.5
"23426",1.495,1.62,70.3493,2.5
"23427",0.0753,-1.41,65.993,2
"23428",0.2141,0.68,59.9074,1.5
"23429",0.2192,1.62,62.6256,3.5
"23430",1.0487,-0.56,38.4223,2.5
"23431",-0.4302,-0.58,49.4834,2
"23434",0.2277,1.21,45.4805,2
"23435",1.3987,1.34,43.6192,3
"23436",0.1112,0.1,36.8339,2
"23437",0.1985,-7,56.0246,2.5
"23438",0.7233,0.1,57.3314,3
"23439",-0.7728,-7,43.0054,2
"23440",0.0491,-0.17,65.3118,3
"23441",1.2637,1.62,74.2862,3.5
"23442",0.5476,0.95,46.4938,1.5
"23446",0.2401,-0.17,49.9262,2
"23447",-0.4341,1.62,62.6778,4
"23448",-0.043,-0.3,51.1731,2
"23449",0.0432,0.51,40.0366,1.5
"23453",1.0121,-0.17,47.0106,4
"23455",0.5561,-1.27,39.1368,4
"23458",-0.5013,0.1,57.5698,3
"23460",0.409,0.1,57.3728,2.5
"23461",-0.323,-0.56,45.7757,0.25
"23462",-0.5436,-0.71,42.103,2.5
"23464",-0.7636,0.1,52.3016,1.5
"23465",-0.3535,-0.69,45.3059,2.5
"23470",-0.5803,-2.51,39.0873,1.5
"23471",0.4427,-0.17,57.1766,2
"23473",1.6225,1.34,67.6997,4
"23474",-0.7901,-7,54.2768,0.5
"23475",2.0674,1.62,71.4694,4
"23476",0.9893,1.62,65.0037,4
"23477",0.2732,0.1,58.1754,2.5
"23478",0.0361,0.1,47.9027,1.5
"23481",-0.87,0.77,56.7099,3.5
"23483",-0.28,-0.17,46.02,2
"23484",-0.0535,-1.02,28.4001,1
"23485",1.1947,-0.17,66.8576,3.5
"23487",-1.6616,-7,46.4518,2
"23488",-0.5262,-7,44.1648,1.5
"23489",0.6021,0.1,40.5317,2
"23490",0.0662,-2.92,49.9899,0.25
"23492",-0.2791,-0.17,50.0154,3.5
"23493",0.8626,-1.41,53.0575,2
"23495",0.2131,0.1,52.5797,2.5
"23496",-1.103,-0.52,33.1887,1
"23497",0.0671,0.1,47.4022,1
"23499",-0.3312,0.51,37.724,0.5
"23502",-0.5696,-0.75,46.4832,2
"23505",0.5446,1.62,52.2529,3
"23506",0.7373,-0.17,42.5145,2.5
"23507",1.6832,0.55,56.712,3
"23508",-0.1915,0.51,48.1782,3
"23509",0.1172,1.62,48.4092,3
"23512",-0.5442,0.1,52.7795,2.5
"23513",-0.817,0.1,60.1923,4
"23514",0.4964,0.24,39.4814,0.5
"23515",-0.8455,-1.8,57.7993,1.5
"23521",-0.3996,1.62,35.1339,2.5
"23524",-0.6543,0.1,48.2609,2.5
"23525",-1.2803,0.1,36.2014,1
"23529",1.2579,0.1,47.6772,2
"23531",-1.5119,-7,44.2723,1
"23534",0.672,0.27,61.9669,3.5
"23536",-0.4631,-0.29,49.8972,0.25
"23537",0.9456,0.1,45.4691,1
"23538",-0.1356,0.55,38.0132,2
"23540",1.0412,1.34,51.7931,4
"23542",-0.056,-7,35.0257,1
"23545",-0.9072,1.62,61.6481,3
"23546",-0.4129,-1,47.1335,2
"23547",-0.0047,-1.82,54.4197,1.5
"23550",0.6592,0.1,55.8897,2
"23552",-0.1918,-0.58,42.1499,1
"23554",0.1805,0.1,41.6514,2
"23555",0.539,-0.17,55.9644,1.5
"23556",-0.1236,0.1,61.4858,3
"23559",0.6008,-1.29,47.6101,2
"23562",-0.8455,-7,53.392,2.5
"23563",1.2898,1.34,54.9052,1.5
"23564",1.5973,1.62,62.9854,4
"23565",0.0843,0.38,49.3439,3
"23568",0.0885,-0.34,48.3869,1.5
"23569",0.7613,0.1,64.2621,2
"23570",-0.7138,0.1,57.0562,2
"23571",-0.2477,-1.02,34.0075,1.5
"23572",1.8836,1.34,57.6331,3.5
"23575",2.5668,1.34,68.7598,4
"23576",1.6501,0.1,62.6645,3.5
"23578",0.8994,0.95,56.2781,2
"23579",-0.4679,0.1,58.2078,3
"23583",-0.601,0.78,47.9649,1.5
"23584",-0.8725,-0.3,48.3146,2.5
"23587",-0.5236,-1.41,49.1457,1
"23594",0.2803,0.1,62.1338,3.5
"23596",-0.0996,-1.58,62.0401,2
"23599",-0.8455,-1.82,40.0119,1
"23600",-0.1918,0.1,26.3817,2.5
"23601",-0.7751,0.51,50.432,3
"23603",-0.3442,-1.41,52.6541,2
"23604",-0.5154,-9,34.0285,3
"23605",0.0029,1.62,60.6249,3.5
"23606",-0.6543,0.53,46.0216,2
"23607",-1.1012,0.1,46.4745,2
"23608",0.223,-0.56,58.7009,2
"23609",0.578,0.1,47.6541,3
"23610",0.2647,-2.92,53.3823,2.5
"23614",0.4452,0.1,57.9591,3.5
"23616",-0.1397,0.95,58.0335,2.5
"23617",-0.5189,1.07,47.7332,2.5
"23618",-1.0862,0.9,48.4017,2.5
"23621",-0.3554,0.1,50.028,2
"23622",-0.5089,-1.41,47.4043,2.5
"23623",-0.6333,0.1,49.8718,3
"23624",1.9418,1.62,72.8654,4
"23625",-0.1553,1.62,54.55,3
"23626",-0.195,-0.58,45.2303,1
"23627",0.041,0.66,62.4474,2
"23628",-0.5436,0.1,56.1422,3
"23631",-0.3312,1.62,58.6611,3.5
"23632",0.4487,0.94,56.6511,3
"23633",0.2891,-7,34.1739,1.5
"23636",1.1937,0.49,66.8797,4
"23638",1.243,0.1,62.1084,3
"23640",0.4087,-0.29,43.7038,2.5
"23642",-0.7751,1.62,56.4122,2.5
"23646",0.9449,0.1,59.7067,3
"23648",0.9079,0.22,44.9912,3
"23649",-0.3045,0.1,55.4957,3
"23650",-0.2336,0.66,33.1889,1
"23653",0.5734,1.62,61.3017,3
"23654",-0.6333,-7,46.2332,1
"23655",-0.1769,0.1,46.6802,2
"23657",-0.5386,0.1,44.4318,2.5
"23658",-0.556,-0.17,52.9718,2
"23659",-0.8455,-0.56,48.7895,3
"23660",0.0141,-0.3,55.5083,2.5
"23663",0.3532,-0.17,45.2837,1
"23664",0.2588,0.55,59.48,3.5
"23665",0.2467,1.62,53.0441,3.5
"23668",0.771,-1.02,55.4027,3
"23671",1.0861,0.1,61.5807,3.5
"23673",0.6096,1.34,42.5024,2
"23674",1.1568,0.27,43.9087,2.5
"23675",0.082,-7,49.9899,2
"23677",0.2929,-0.97,45.2459,2.5
"23680",-0.8981,0.1,54.3445,2.5
"23683",-0.288,0.1,33.5819,3
"23684",-0.4318,1.62,61.1257,2.5
"23685",1.053,-0.75,50.5854,3
"23687",0.6078,1.62,65.1314,3.5
"23691",-0.2903,0.49,60.5493,3
"23692",-1.2407,1.62,45.9967,2.5
"23694",0.122,-7,48.9046,3
"23697",-0.2075,-0.17,50.1397,2.5
"23699",1.0319,-0.19,69.8034,3.5
"23700",1.1126,0.51,51.7854,3.5
"23702",0.4529,-0.17,57.3958,3
"23703",0.944,0.68,58.183,4
"23704",0.1419,-0.97,52.6156,2
"23705",-0.0011,-0.75,41.3344,0.5
"23713",0.8473,0.94,67.1686,2.5
"23714",0.0939,0.55,53.031,2
"23715",-0.4474,-1.68,30.8522,1
"23720",0.2103,1.34,59.3471,3.5
"23722",-0.6744,-0.29,57.8893,3.5
"23723",0.6487,0.1,56.1128,3
"23728",-0.0655,1.34,53.2981,2
"23731",-0.6665,-0.97,51.5397,1.5
"23733",-1.2855,-1.41,35.132,2
"23737",-0.5621,0.1,43.74,1.5
"23739",-0.0113,-0.17,58.6598,3.5
"23740",-0.3932,-1.41,60.5001,1.5
"23741",1.7611,1.62,61.1494,2
"23743",0.11,-0.56,51.3832,1
"23745",0.2291,-7,54.9815,3.5
"23746",1.93,1.62,56.9476,4
"23747",0.5819,-0.58,51.9448,3.5
"23750",0.6799,1.62,41.072,2.5
"23752",0.1984,1.23,56.8312,2.5
"23755",1.3306,-0.3,61.7598,2.5
"23756",0.0774,0.1,63.6016,3.5
"23759",1.0427,0.1,55.6588,3.5
"23761",-1.3419,-0.17,51.7318,1.5
"23762",0.2718,-2.07,56.7263,1
"23764",0.4114,0.55,55.8975,3
"23765",0.018,-0.56,50.3425,2.5
"23766",0.5794,-2.92,30.9934,0.5
"23767",-0.4204,-0.69,31.5102,3.5
"23768",0.4496,1.62,52.4431,4
"23769",1.6028,0.1,48.9961,2
"23771",-0.1269,-1.68,48.9782,1
"23774",-0.5985,-7,51.237,2
"23776",-0.1602,1.62,72.994,4
"23778",0.2837,-0.17,53.1592,1.5
"23779",-0.3349,-0.56,43.4815,2.5
"23780",-0.8847,0.1,49.4625,1
"23782",0.3462,-9,40.962,1.5
"23784",-0.8291,1.62,49.7634,3
"23785",-1.1308,-0.3,29.8493,1
"23787",-0.1505,-0.17,51.3924,2
"23790",0.334,-0.3,36.8303,1.5
"23791",-1.6338,-7,69.8143,3.5
"23792",-0.0837,-7,56.3371,3.5
"23795",0.6797,0.1,54.6219,3
"23796",0.4773,-0.75,48.2393,2.5
"23798",-0.394,0.38,46.9675,0.5
"23799",0.122,0.1,51.6077,3
"23801",-0.0666,-9,57.0717,3
"23804",1.3728,1.62,82.1876,4
"23805",-0.2853,-0.56,45.9446,1.5
"23806",-0.2462,0.55,43.5298,2.5
"23808",-1.1817,-7,33.513,1
"23809",0.0178,0.51,40.3007,2
"23810",1.179,-0.83,60.7124,2.5
"23812",-0.6665,0.55,55.9499,1.5
"23815",0.7275,-0.17,54.8327,4
"23821",-1.2803,-0.17,41.4486,3.5
"23822",1.2356,-7,47.4754,1.5
"23823",-0.2132,0.51,39.2332,2.5
"23824",0.8635,-1.02,51.7092,2
"23826",-1.0772,-7,39.7315,2.5
"23827",0.6045,-0.17,63.9931,3
"23828",0.5538,1.62,61.5878,4
"23829",0.5499,-1.14,53.9341,1.5
"23834",0.4104,-7,40.831,3.5
"23835",-0.3641,0.1,66.5598,3.5
"23836",-0.5512,-1.41,49.8564,1.5
"23838",-0.7506,0.1,54.4238,4
"23840",-0.1837,-2.65,49.4707,2
"23841",-0.8429,-0.81,49.5743,3.5
"23842",0.8582,1.62,61.8791,1.5
"23843",-0.482,0.1,59.5055,2.5
"23844",-0.3529,-0.17,53.2936,2
"23846",1.4699,0.22,59.1656,3
"23847",-0.1785,-0.58,43.4114,2.5
"23848",0.1753,-9,46.7261,1
"23850",-0.527,-0.56,35.252,1
"23851",0.0202,-0.56,43.8112,2
"23853",-0.3325,0.1,40.9991,3
"23854",-0.3253,1.62,55.5344,3
"23856",0.4378,-7,47.0814,2.5
"23858",0.9133,-7,59.7862,2
"23859",0.0022,-1.02,51.6457,2.5
"23860",0.1019,-1,49.8809,3.5
"23861",-0.5923,-0.3,32.9895,0.25
"23862",-0.4348,0.51,67.7622,3.5
"23863",-0.7321,-1.02,40.9986,1
"23865",0.5669,-0.17,54.9904,2.5
"23870",-1.8153,-7,30.3639,2
"23871",0.2333,1.62,63.728,3.5
"23872",-0.4438,-0.58,56.8313,1.5
"23873",-0.3551,-2.09,47.2783,0.5
"23875",-0.0026,1.07,40.0666,1.5
"23876",2.2934,0.82,66.6715,4
"23878",-0.3298,-1.68,50.8365,0.5
"23879",-0.3431,0.1,40.322,1.5
"23881",0.5889,0.1,59.1993,4
"23883",-0.5555,1.62,43.3462,2
"23884",-0.8837,0.1,57.9085,3.5
"23886",-1.5209,-0.17,38.8601,2.5
"23891",-0.1518,-0.17,43.3076,1.5
"23892",-0.7212,0.34,35.2028,2.5
"23893",-0.0655,-0.97,55.4962,4
"23895",-0.652,0.1,60.1045,3
"23899",-0.0855,0.1,57.1684,3
"23900",0.2976,0.55,29.8608,2.5
"23902",0.877,-1,50.0937,2
"23903",-0.1526,-0.17,49.9409,3
"23904",-0.0996,1.21,53.0191,3
"23906",-0.8469,-0.17,49.9832,2
"23907",-0.1112,-0.56,35.6574,2.5
"23910",-0.4439,1.62,46.8995,1
"23911",-0.0149,0.1,68.0574,3.5
"23914",1.2156,0.78,52.8728,2
"23915",0.3341,-0.97,43.477,2
"23916",0.3322,0.1,49.7278,2.5
"23918",-1.2098,-1.24,44.1061,1
"23919",-0.1527,0.95,66.324,4
"23920",0.8401,1.62,52.9415,3
"23921",-0.5434,-0.58,46.9826,2.5
"23923",0.0171,-7,45.2832,1.5
"23927",1.1569,0.1,54.7088,3.5
"23928",-1.0269,0.1,43.9396,2
"23929",1.179,-2.09,50.528,2.5
"23930",1.7029,0.55,62.0129,3.5
"23932",-1.4891,-7,30.0857,2.5
"23935",-0.7778,0.1,38.6621,1.5
"23937",-0.3713,0.27,47.4492,3
"23939",-0.112,1.34,45.3606,1
"23940",-0.7426,-0.61,30.5617,0.5
"23941",0.9827,-0.17,42.7805,3
"23943",-0.3465,-0.17,48.6927,2
"23944",1.6151,-0.29,47.2735,2
"23945",-0.2345,-7,42.9818,3
"23947",1.13,1.34,63.2862,3.5
"23948",-0.388,-7,36.8802,1.5
"23949",1.2821,0.1,36.425,2
"23953",-0.5291,-7,42.7885,3
"23954",-0.0289,-1.02,50.4051,1.5
"23960",-0.2062,0.1,41.5483,2
"23963",0.3109,0.1,62.5471,4
"23965",0.6409,0.95,66.2869,4
"23967",-0.3555,1.62,48.1306,3.5
"23970",-1.0326,0.95,48.0842,1.5
"23972",0.0719,1.62,48.3899,3
"23975",1.7555,-0.3,59.2034,2.5
"23978",-0.3686,-9,34.6365,1.5
"23980",0.1869,0.1,43.466,1
"23981",-0.1484,1.62,59.7897,3.5
"23982",1.3912,0.1,67.9976,4
"23984",0.7546,0.1,60.2598,3.5
"23985",0.4117,1.62,62.2321,3
"23986",0.593,-0.13,64.4651,2.5
"23987",-0.7751,-0.17,28.6119,0.25
"23988",-0.6631,0.78,49.4111,2.5
"23989",-1.2098,-2.92,26.9471,0.5
"23990",0.8772,0.82,57.1697,4
"23991",0.3708,-0.17,57.5509,2
"23992",1.1126,1.62,73.184,3.5
"23993",1.2088,-1.68,58.9969,3
"23994",1.3146,0.1,64.2752,3.5
"23996",0.3355,-0.17,69.3841,4
"23999",0.6936,-0.17,63.5886,3.5
"24000",-1.3077,-7,52.7848,2
"24001",0.4762,-0.34,57.7537,2.5
"24003",-0.6411,1.62,56.9602,2.5
"24005",1.6255,1.62,75.3148,4
"24006",0.4174,0.1,61.0368,3.5
"24008",0.4026,0.1,51.3786,2.5
"24009",1.2008,-0.17,52.9434,3.5
"24010",-0.7161,-0.3,44.6033,1
"24011",0.4807,1.62,54.1721,2.5
"24013",-0.4012,0.24,48.351,0.5
"24015",0.344,-1.02,54.5211,2.5
"24016",0.3708,-0.17,66.2052,4
"24017",0.928,-7,55.202,3
"24018",0.895,-0.13,46.7373,1.5
"24019",-1.1012,1.62,61.5186,2.5
"24020",-0.1431,0.94,41.4707,1.5
"24021",-0.5819,-7,29.726,1.5
"24023",-0.8967,-0.17,27.5839,3.5
"24024",0.4073,0.1,47.2451,2.5
"24025",0.2146,-0.61,42.1359,1.5
"24026",-0.5628,0.95,30.8179,1
"24027",-0.1431,-2.24,43.4402,0.25
"24029",-0.292,1.21,62.9499,3
"24030",0.2666,-0.56,50.084,3
"24031",-0.3312,-0.2,51.6028,1
"24032",0.258,0.49,59.78,3.5
"24036",0.0374,0.1,55.9854,3
"24037",-0.8837,0.1,36.451,2.5
"24039",-0.8507,0.1,48.9098,3
"24040",-0.5661,-0.17,53.0379,2
"24045",0.4045,0.1,45.7595,1.5
"24049",0.7523,0.66,53.7039,2.5
"24050",-0.3173,-0.3,54.3296,3
"24051",-0.2467,0.1,34.5244,3
"24052",0.7667,0.1,52.1987,3
"24054",-0.1897,0.95,66.0512,3.5
"24056",1.6106,-0.58,52.782,3
"24057",-0.056,-0.3,47.5444,1
"24058",-0.2605,0.55,50.1583,2.5
"24060",0.5217,0.1,56.8795,1.5
"24061",0.5912,0.51,50.772,1
"24065",0.4693,0.1,58.8986,3
"24067",0.7316,0.1,44.2537,2
"24069",-0.6333,0.1,51.6026,3.5
"24071",0.9151,0.95,60.4039,2.5
"24073",1.2416,-7,40.3534,2.5
"24075",0.7279,0.1,62.5838,2.5
"24077",-0.0505,-0.17,60.2632,2.5
"24079",0.007,0.1,58.968,1.5
"24080",1.4202,1.62,64.7294,4
"24081",-1.2268,-7,32.9648,1.5
"24082",1.3853,0.95,66.7852,4
"24086",0.8098,-0.75,62.9015,3
"24087",-0.056,1.62,58.1582,1.5
"24089",-0.6714,0.51,51.3045,4
"24090",0.0153,-0.56,55.9397,3
"24094",-0.3841,-0.56,47.5706,1
"24095",1.7152,0.55,67.4947,3.5
"24097",1.0553,-0.56,46.9524,4
"24098",0.4703,-7,53.6798,4
"24099",-0.0373,-0.63,67.2681,2.5
"24105",-0.8083,0.22,51.5085,3
"24106",1.6709,-1.68,50.1403,1.5
"24108",0.8283,1.34,56.1859,3.5
"24109",2.5061,1.62,64.7113,3.5
"24111",0.0214,0.1,54.4685,3.5
"24112",-0.8103,-7,51.0219,2
"24114",-0.699,-0.17,46.1271,2.5
"24117",1.0059,-0.56,60.7003,3.5
"24118",-1.3419,-0.17,47.9889,2
"24120",-0.5512,0.1,49.8206,3
"24121",0.0844,-0.17,57.0844,2.5
"24122",0.0444,-9,42.0574,2
"24123",1.2984,0.1,59.3303,3
"24125",-0.8597,0.55,35.7592,1
"24126",0.2814,1.62,66.112,3.5
"24127",-1.3419,-0.58,47.2426,1
"24128",-1.4244,1.62,56.1437,2
"24129",-0.0422,0.1,52.5322,3
"24133",0.2857,-0.56,45.1016,3
"24135",0.6971,0.1,53.4224,3
"24136",-0.1361,-7,53.4954,2.5
"24137",-1.1983,-0.61,39.9055,1
"24138",-0.4843,-0.17,55.3985,3
"24139",-0.5829,-2.92,59.3689,1.5
"24140",-0.7135,1.62,51.5353,2.5
"24141",-0.8623,1.23,62.3661,4
"24144",-1.245,-0.56,45.261,0.25
"24146",0.7978,-0.56,51.1421,1.5
"24147",-0.1032,1.17,63.9283,4
"24148",1.8238,0.1,45.2575,3.5
"24149",-0.7633,-0.34,36.1946,3
"24151",-0.5274,0.78,49.2607,1
"24152",-0.3254,-1.41,52.4407,3.5
"24153",-0.6554,-9,30.4616,2.5
"24154",-0.403,0.55,50.0006,3
"24155",-0.4767,-0.17,47.3745,1.5
"24156",0.3085,-7,57.4853,1.5
"24158",-0.0426,1.34,58.0303,3.5
"24160",-0.4003,-0.58,36.7772,2.5
"24161",-0.3695,-9,56.9461,2.5
"24163",0.5199,-7,51.1438,3.5
"24164",-0.638,1.21,56.0152,1
"24165",0.4073,1.34,50.8344,1.5
"24167",0.0488,0.1,65.9785,3
"24170",0.9269,0.1,52.1376,2.5
"24173",0.0878,-7,39.4227,1.5
"24174",-0.2739,0.27,45.7545,3.5
"24175",-0.5628,0.51,53.4165,1.5
"24176",-0.5381,-0.17,51.8153,2
"24177",-0.2639,-0.56,59.7272,3
"24178",-0.2012,0.51,46.3824,1.5
"24179",-0.4348,0.14,51.0512,3.5
"24182",-0.0043,1.62,61.2712,3.5
"24185",-0.704,-0.17,47.9332,1.5
"24188",0.8512,-2.12,58.8263,1.5
"24189",-0.5585,1.62,57.8808,3
"24191",-0.4428,0.1,36.5093,2
"24192",0.2256,1.34,54.264,2.5
"24193",0.696,-0.61,36.8193,1
"24194",0.4235,1.34,54.5626,3.5
"24195",-0.2531,-0.17,45.7044,1.5
"24196",0.6311,-7,53.7971,3
"24197",-0.5339,0.1,34.3528,1
"24198",1.2984,-0.17,51.403,4
"24199",-0.0884,-7,55.0568,2
"24200",-0.8472,-7,28.942,2
"24203",0.411,-0.56,60.1788,3.5
"24205",-0.0128,-1.68,46.3269,2.5
"24206",-0.3699,-0.69,34.7325,2
"24208",0.0228,-1,50.6691,1
"24209",-0.1743,0.1,43.5592,2
"24211",-0.7901,0.1,58.0392,1
"24214",0.2313,-0.56,57.5438,3
"24217",1.6832,0.95,55.8966,3.5
"24220",1.0647,-0.29,59.3455,3.5
"24221",-0.5063,-1.14,36.4853,2.5
"24223",1.2868,0.1,63.7212,2.5
"24224",0.8117,0.1,62.2459,3
"24226",0.4775,-0.58,52.4316,1.5
"24229",0.9503,1.62,56.3896,3
"24230",-0.7901,1.62,42.9953,2.5
"24232",1.3246,0.27,50.0737,1
"24235",-0.3372,0.24,50.7928,2.5
"24237",0.2689,0.55,57.889,1.5
"24238",0.2452,-0.17,51.7145,3
"24241",0.6287,0.1,58.838,3.5
"24242",-0.6134,-1.02,62.7276,3
"24243",-0.2853,-2.92,27.0403,0.25
"24244",0.0623,-7,56.2711,3.5
"24246",1.9207,-0.73,58.8623,1.5
"24247",-0.5682,-1.54,42.1587,3.5
"24249",0.9814,-7,53.5449,3.5
"24250",1.202,-0.58,49.9821,2.5
"24251",0.2793,-1.41,54.0122,2
"24252",-0.2729,-0.17,41.1951,1.5
"24253",-0.256,0.1,57.2329,3.5
"24254",0.7961,-1,44.8442,1
"24256",1.4372,0.1,48.2323,3.5
"24258",-0.0228,-0.58,52.9528,1.5
"24260",-0.7751,-1.41,41.223,2
"24261",0.5622,-1.41,48.2155,3
"24264",-0.4741,-0.3,49.9917,2.5
"24267",-0.1984,0.1,47.8286,2.5
"24270",-0.9861,-7,51.6407,1
"24271",0.664,-1.41,45.046,1.5
"24274",0.0944,-0.97,50.5464,3
"24276",1.9005,1.62,73.7046,3.5
"24277",-0.0142,-0.58,50.1657,1.5
"24278",0.6017,-0.17,53.2228,2
"24281",-1.3379,1.62,49.5514,2.5
"24284",-0.4846,-7,33.9601,0.25
"24285",-0.1801,0.55,44.1283,3.5
"24286",0.2353,0.1,55.8193,2.5
"24288",0.3945,0.27,40.2957,1.5
"24289",0.5279,0.49,58.4794,4
"24290",0.3941,0.51,36.8483,1.5
"24291",-1.0862,-0.3,46.8239,3
"24293",1.5061,-0.29,63.737,2.5
"24294",-0.2078,-7,52.8126,1
"24295",1.179,-2.53,46.3268,2.5
"24296",-0.3177,0.1,30.7999,1.5
"24298",0.772,1.62,69.3681,2.5
"24300",0.6846,1.21,56.0244,3
"24306",-1.3184,0.51,50.2898,1
"24308",0.0374,-1.68,53.4796,2.5
"24309",-0.7751,-1.41,46.8299,0.25
"24311",0.0695,1.62,54.9384,4
"24313",0.2729,-0.29,59.205,3
"24314",-0.2903,-0.17,46.3074,3.5
"24318",0.5787,0.38,38.4968,3.5
"24320",1.2559,0.38,48.4587,3
"24321",1.3589,0.1,56.2799,3
"24332",0.2458,-1.37,51.4886,1
"24333",-1.1008,-1.41,42.8543,2.5
"24336",-0.6276,0.1,30.3776,1
"24339",-0.2,-7,39.6965,3.5
"24341",-0.5628,-0.29,51.2981,2
"24342",0.8795,-0.17,47.3918,2
"24343",0.9413,1.62,59.406,3.5
"24347",-0.3953,-0.17,53.6918,4
"24350",0.832,1.17,31.2476,1.5
"24352",-0.0823,1.62,51.3553,3
"24353",-0.2123,0.1,60.2602,2
"24354",-0.623,-2.09,40.7777,2
"24355",-0.791,1.34,31.7112,2
"24357",0.6914,-0.69,36.2749,2
"24359",-0.5614,1.62,41.376,0.25
"24360",-0.5381,-9,60.7699,2
"24363",1.4453,0.1,66.1506,2.5
"24365",-0.8705,1.23,49.3599,3.5
"24367",1.3235,-0.3,60.5232,3
"24369",-0.686,-7,29.6976,1
"24370",-0.7621,-1,56.8001,2
"24371",0.9249,-7,58.1139,3
"24372",1.5188,1.62,78.9993,4
"24375",-0.3384,-0.17,44.7144,4
"24377",0.6685,1.62,58.3315,3.5
"24378",-0.8837,1.62,65.7927,4
"24379",0.5176,0.1,53.2672,3.5
"24381",0.1439,0.1,55.1976,2
"24382",-0.5628,0.49,54.258,3
"24383",1.0648,1.34,55.1454,2.5
"24384",1.9172,0.1,62.8987,3
"24385",0.2452,0.55,49.8673,2
"24387",0.092,-7,61.1285,4
"24388",-0.4169,0.1,65.146,3
"24389",1.449,0.1,59.0115,1.5
"24390",0.1072,1.62,52.9204,2
"24391",2.5372,-0.58,69.1651,3.5
"24393",-0.2174,1.62,74.43,3
"24394",1.1432,-1.41,64.229,2
"24397",0.4939,-0.58,43.7333,3
"24398",0.9079,-7,58.0631,3
"24401",-0.2048,-2.92,59.129,2
"24402",0.3574,-7,43.6631,3.5
"24403",-0.5569,-0.17,29.5715,3
"24405",0.3385,0.1,55.3426,3.5
"24406",1.171,-0.17,66.6445,4
"24407",-0.2634,-1.68,52.5223,1.5
"24409",-0.1431,0.55,53.1023,2.5
"24412",-0.3664,-7,49.7091,1.5
"24416",-0.9944,-7,37.5813,1
"24418",0.0808,-0.85,52.4287,2.5
"24419",-0.1845,1.62,74.6157,1.5
"24420",-0.8158,-1.41,48.9222,2.5
"24423",0.7522,0.51,64.1488,3.5
"24424",-0.5386,0.51,73.8084,3.5
