"STU_ID","X1SES","X1MTHEFF","X1TXMTSCOR","X3TGPAMAT"
"14239",-0.6094,-7,40.3003,1.5
"14240",0.7037,0.1,39.6626,2.5
"14241",-0.5522,0.1,44.1326,4
"14243",0.7934,-0.73,49.2886,2
"14244",0.4088,-1.29,59.5584,2.5
"14246",-0.9376,1.62,63.5555,2.5
"14247",0.1337,-0.56,51.0499,2.5
"14249",0.1877,0.94,62.1449,4
"14250",0.0182,0.68,42.6709,1
"14252",-0.3265,0.1,58.3954,3
"14253",-0.0352,1.62,35.4853,0.5
"14256",-0.8893,-0.17,57.367,2
"14258",-0.9072,0.95,32.1762,1
"14262",-1.3184,-0.44,46.5472,3
"14264",1.4787,1.34,53.159,3
"14266",0.6593,0.1,63.3659,4
"14269",0.559,1.62,62.9163,3.5
"14270",-0.2112,-0.17,46.7575,1.5
"14273",-0.3312,-0.61,45.3576,1.5
"14274",0.3738,0.1,58.063,2.5
"14275",0.3498,0.1,56.6667,2.5
"14277",-1.1012,-0.75,53.3414,1.5
"14280",-1.0065,-0.69,48.9012,3
"14281",0.6846,0.1,64.8068,3.5
"14282",-0.4025,0.1,56.5383,2.5
"14283",-0.7046,-1.29,64.4988,2
"14286",-1.5209,1.62,53.3412,3
"14287",-0.0947,0.1,32.7338,1
"14288",-0.6225,-0.69,40.5316,2
"14289",0.5875,-7,62.9587,2
"14290",-0.7751,-2.92,31.9556,1.5
"14292",-0.4508,-0.17,34.8689,3
"14293",-0.4398,-7,46.4967,2
"14295",-0.4584,-1.41,28.779,1
"14296",-0.3326,-0.17,61.541,1.5
"14298",0.7533,0.49,69.6203,4
"14301",-0.9072,-0.17,44.7215,0.5
"14302",0.2124,-0.97,61.6902,3
"14303",-0.1106,0.1,47.104,3
"14304",-0.0568,-0.44,53.946,3
"14305",1.2464,-7,57.9269,4
"14307",0.3774,-0.17,48.3307,1
"14310",0.6545,0.55,50.7074,2
"14312",-0.7844,0.1,29.9029,0.25
"14315",-0.9779,-1.85,33.4867,0.25
"14318",0.1079,0.1,52.8799,2.5
"14319",0.4133,-0.17,60.4804,3
"14321",0.0882,-1.41,48.0792,0.5
"14322",1.5432,-0.58,58.6771,1.5
"14327",-0.1449,-0.85,47.5377,1.5
"14330",-0.2732,1.34,65.2709,2
"14332",-0.2315,1.62,48.7121,1
"14334",0.7886,0.51,59.6378,3.5
"14335",2.4572,-0.17,52.0747,4
"14336",1.3527,0.95,55.3595,2.5
"14337",2.0735,1.62,63.0272,3.5
"14338",-0.5458,-0.17,62.7339,4
"14339",0.984,0.1,53.2635,3
"14341",0.4052,-1.02,49.1525,2.5
"14343",0.3154,-0.69,61.1293,2
"14344",-0.5241,-1.02,51.4741,3
"14345",0.2551,1.62,67.7856,4
"14347",0.4563,0.1,58.7135,2
"14348",-0.6139,-0.97,46.0765,2
"14349",-0.5866,0.1,36.8904,1.5
"14351",-0.8387,1.62,68.0783,4
"14352",-0.1732,0.02,48.865,3.5
"14353",0.5309,1.62,59.06,3
"14354",-0.2211,-0.17,52.6541,2
"14356",0.369,-0.17,49.4756,2.5
"14358",-0.3623,-7,58.2931,3.5
"14360",-0.1282,1.62,61.1733,4
"14361",1.3003,0.1,51.7466,2.5
"14362",1.4332,-1,52.5875,2
"14363",-0.4016,-0.56,68.9284,3.5
"14364",0.0912,-1.41,56.3556,2.5
"14365",-0.081,0.1,38.9809,1.5
"14366",-0.8725,0.95,59.0196,4
"14367",0.4397,0.94,55.2287,2.5
"14369",0.5094,0.1,39.9713,0.25
"14371",0.4536,0.1,51.4096,3
"14372",1.1212,1.34,57.8615,3
"14373",0.535,-1.41,35.7182,0.5
"14376",2.3821,1.62,59.0464,2.5
"14378",-0.6598,-7,33.9068,1
"14379",-0.056,0.73,27.171,2
"14380",2.5061,-0.17,68.3459,3.5
"14382",1.2657,-0.3,62.0331,4
"14383",-0.8837,0.1,45.4233,2.5
"14384",0.2791,0.1,38.6349,2
"14385",0.1659,-7,49.9623,1.5
"14387",0.1077,-1.41,44.4204,1
"14393",0.6389,1.62,75.1798,4
"14394",-0.4061,0.51,51.5921,3.5
"14395",0.1402,-7,51.6445,2.5
"14397",-0.7425,-9,30.7094,3
"14398",-0.6411,-9,45.7647,1
"14402",1.2461,1.34,63.8829,2
"14403",0.6882,-7,45.0537,3
"14405",-0.0103,-7,42.3949,1.5
"14406",0.7936,1.62,52.9938,1
"14407",0.4,0.95,61.6576,3.5
"14408",-0.705,1.23,65.5971,3.5
"14411",0.356,1.62,43.046,1
"14413",0.0257,-7,54.8695,2
"14414",-0.2873,0.32,48.2236,1.5
"14417",-0.3061,-0.58,36.2757,1.5
"14420",-0.4701,-0.56,41.6408,1
"14422",-0.6207,0.63,56.0813,3
"14423",-1.7157,-1.02,36.8937,1
"14424",-0.5147,-0.17,47.6817,2.5
"14427",0.4346,-7,31.8408,2
"14430",-0.4023,-9,34.6321,3
"14431",-0.7034,-0.56,35.2392,3
"14432",-0.0364,0.1,49.6157,1.5
"14433",-0.3431,-0.58,43.372,2.5
"14434",-0.3351,-1.02,52.347,1.5
"14439",0.8381,-0.58,54.1276,2.5
"14440",0.6127,1.62,49.3801,4
"14441",-0.0962,0.1,46.4574,3.5
"14442",1.4654,-0.56,44.9588,2.5
"14444",-0.5585,-0.17,52.2061,2
"14447",-0.3865,-7,51.3141,2
"14448",0.2084,0.1,51.58,2.5
"14449",0.2556,-1.41,48.9634,3.5
"14450",0.3977,0.1,47.5571,2.5
"14451",-0.5264,0.1,43.9379,1.5
"14453",-0.1886,-0.17,47.518,2
"14454",-0.874,-7,58.9146,4
"14455",1.0212,-7,52.1728,2.5
"14456",-1.6646,-1.41,42.2895,0.5
"14457",0.8036,-0.17,58.7981,3
"14459",-0.4975,-0.58,42.5239,1.5
"14461",0.4437,1.34,65.5544,3
"14462",0.9949,1.62,77.9789,3.5
"14463",-0.3711,0.1,65.2393,3
"14465",0.2031,0.1,57.0904,1.5
"14466",1.3295,-7,59.9155,3
"14469",-1.009,0.51,37.1396,1
"14470",0.0983,-9,46.6687,3.5
"14472",0.7342,-0.97,44.7361,2
"14473",-0.3711,1.07,41.3421,1.5
"14477",0.4067,-0.17,56.2646,2.5
"14479",-1.0217,0.51,39.5305,2
"14480",-1.2803,0.1,45.9969,2
"14482",0.438,1.62,62.1871,3
"14483",-0.2779,-0.56,50.2977,2
"14485",0.2839,-0.17,51.6541,1
"14487",-0.3071,-7,42.0945,1
"14489",0.5156,-0.58,40.8268,1.5
"14490",-0.144,1.62,52.2252,2.5
"14491",-0.1774,0.1,52.4932,1.5
"14492",-0.8391,-7,31.5958,1
"14493",-1.7315,0.1,33.1176,1.5
"14494",-0.3554,0.1,60.2869,3
"14497",-0.894,-0.37,27.3565,1
"14499",-0.4881,0.1,48.4522,1.5
"14501",1.1166,1.62,66.7937,3.5
"14502",0.998,-7,38.3969,2
"14503",-0.1114,-0.12,46.1675,3
"14505",0.6782,0.27,56.4896,3
"14507",1.3818,1.34,55.8299,3.5
"14509",-0.6525,-1.41,41.2664,1
"14511",-1.0419,-7,28.7308,0.5
"14512",-0.5149,-0.17,51.1256,3
"14514",0.062,-7,60.876,3
"14515",-1.2098,-7,57.268,2.5
"14516",-0.6636,-1.41,51.7696,1.5
"14518",-0.395,-0.34,39.6254,1
"14519",-0.2322,-7,60.2446,2.5
"14520",0.4039,-1.41,57.3462,2
"14522",-0.6906,0.1,42.3203,1
"14524",-0.4341,0.1,49.672,3.5
"14526",0.782,-0.58,58.4532,2
"14528",-0.0893,1.62,56.965,4
"14529",-0.3332,-0.56,59.7242,3
"14530",0.3658,1.17,57.6113,3
"14531",0.8218,-7,58.1498,3.5
"14532",0.3982,-0.17,44.9112,4
"14534",0.5498,-1,48.3859,2.5
"14535",-0.0663,0.1,53.5294,3.5
"14536",0.6126,0.1,56.2038,2.5
"14537",-0.1379,-7,48.5744,2.5
"14540",-0.4046,-2.07,52.2897,1.5
"14542",-1.5209,-7,51.9237,2
"14546",0.7604,-7,65.4168,4
"14547",-1.1012,-0.17,51.3977,1.5
"14548",-0.7337,0.1,48.6511,0.25
"14552",-0.326,-0.97,41.232,1
"14555",-0.5013,-7,36.3009,1
"14557",-0.5434,0.1,47.1687,0.5
"14558",-0.0651,0.1,30.2747,1.5
"14560",1.0269,-2.92,50.7787,2.5
"14562",0.3704,1.34,42.4104,2
"14563",-0.9542,-2.92,25.566,0.25
"14564",-0.2083,0.1,43.649,1.5
"14565",-0.4764,-9,50.5893,2.5
"14566",0.4073,-7,48.3028,1
"14567",2.4901,0.1,65.0815,4
"14568",1.1172,0.1,36.9268,3
"14569",-1.5119,0.51,34.9679,3.5
"14570",0.5611,-7,31.7614,1.5
"14573",0.3183,-2.65,43.7288,1
"14575",-0.9409,-7,47.0779,1.5
"14577",1.8783,-7,53.7101,3.5
"14578",-0.7332,0.1,42.7519,1
"14579",0.1436,-0.97,50.5139,2
"14581",-0.1686,-9,46.3839,1.5
"14582",1.2773,0.95,51.8791,3.5
"14587",-0.613,-1.41,41.0579,1.5
"14589",-0.6545,-7,38.5514,3.5
"14591",-0.3773,-0.58,49.8114,3.5
"14594",1.8404,0.1,49.7474,3
"14597",-0.5628,0.1,55.3989,2
"14600",1.1367,1.62,47.9963,3.5
"14601",0.7844,0.1,62.4508,3
"14603",-0.3307,0.1,60.2998,2
"14605",-0.9072,1.62,54.2555,1
"14606",-1.5209,-0.73,38.4092,2.5
"14607",-0.8278,0.1,59.1745,3
"14608",-0.3052,-0.17,60.6574,3
"14610",-0.363,-7,33.218,1.5
"14612",1.068,0.1,61.4193,4
"14616",-0.7506,-0.17,54.8206,2.5
"14617",0.2801,1.34,66.5026,4
"14618",0.7785,-0.58,51.4146,3
"14619",-1.2613,0.1,39.0485,0.25
"14621",-0.2726,0.1,58.3662,3.5
"14622",1.2984,-1.41,47.7456,3
"14623",0.4609,1.21,56.4881,3.5
"14624",-1.3419,0.95,59.8761,1.5
"14625",0.1609,-7,64.2142,3
"14630",0.0456,0.1,56.7762,3.5
"14631",-0.5277,-1.14,48.6244,1.5
"14633",1.8254,1.34,69.1339,3.5
"14635",-0.9512,-0.69,53.3525,1
"14636",-0.6387,-1.41,35.0699,2.5
"14637",-0.8067,0.1,44.9995,1.5
"14640",1.0729,0.1,63.946,2.5
"14642",-0.5521,-0.58,48.8265,2
"14644",-1.0772,-0.17,30.5147,0.25
"14646",0.4763,0.1,51.0842,2
"14647",-0.0506,-0.58,45.04,2
"14648",-0.464,0.1,49.7657,0.5
"14649",0.8241,1.62,56.5863,3
"14652",0.5351,0.51,49.0761,2.5
"14660",-0.3091,-0.56,35.1631,1.5
"14661",-1.0118,-7,33.877,1.5
"14663",-0.8546,0.95,51.8873,2.5
"14670",-0.9512,-1.41,36.3016,1
"14672",-0.347,0.1,47.6416,2
"14675",-0.8103,-7,43.0957,1.5
"14676",-0.2787,-0.17,43.6699,1
"14677",0.6925,0.95,70.9409,3.5
"14678",0.5764,-7,51.6826,1
"14680",0.2905,-2.09,55.0256,2.5
"14681",-0.1478,-1.41,35.6008,0.25
"14683",-1.3184,0.51,61.5127,2
"14684",-0.432,0.66,44.7693,0.5
"14685",-0.4864,-7,39.0069,1
"14686",-1.3321,-1.41,33.1414,1
"14688",0.1058,1.62,35.98,1
"14689",0.8713,-0.17,55.7938,4
"14694",0.5724,0.1,63.1902,2.5
"14695",-0.7,-0.56,59.139,3
"14698",0.6261,1.62,51.9292,3.5
"14699",0.0026,-0.83,43.5127,1.5
"14700",0.7453,-9,54.4904,3.5
"14701",-1.0856,-0.17,47.555,1
"14702",1.1655,-0.17,62.6785,4
"14704",-0.7751,-0.83,44.1843,2
"14706",-1.0868,-7,36.0759,2.5
"14707",-0.0348,1.34,60.6843,3.5
"14711",-0.0655,0.84,46.2302,2.5
"14713",-0.3953,0.94,53.7077,3
"14716",0.4466,-0.17,45.1339,2.5
"14717",-1.2803,0.1,56.3254,0.5
"14718",-1.0657,0.1,50.4369,2
"14719",0.8362,0.1,49.0226,0.5
"14720",-0.8166,0.1,38.5851,2
"14721",-1.245,1.23,51.4931,3
"14724",1.8929,1.62,55.8683,2.5
"14725",1.141,0.1,48.3921,2.5
"14729",-0.3886,0.1,57.4554,3
"14731",0.7111,-9,31.7786,2
"14732",-0.6754,-0.17,45.8319,2.5
"14736",0.3048,-7,58.2532,4
"14738",0.2344,0.51,59.1226,2
"14739",-0.1444,-0.17,40.8201,1.5
"14744",-0.4635,0.1,54.8587,3.5
"14745",-1.1012,-7,34.1522,3.5
"14746",-1.212,-9,46.4179,0.25
"14748",-0.7095,1.62,35.2452,2.5
"14749",-0.2605,0.1,63.9866,4
"14750",0.6593,-0.17,53.217,3
"14753",-0.7045,0.22,33.4809,1.5
"14756",-0.7751,1.34,52.9871,3.5
"14757",-1.371,-9,50.5904,2.5
"14758",1.1202,-0.17,51.4365,1.5
"14760",0.0301,0.1,64.749,2.5
"14761",-0.3554,0.1,61.7905,2.5
"14762",0.1997,-0.69,52.9309,2
"14763",-0.874,0.55,33.4557,1
"14764",-0.5392,-7,30.5312,2
"14765",1.151,1.21,61.1246,2.5
"14766",-0.3254,-0.17,73.2698,4
"14768",-0.9981,0.38,35.7609,0.5
"14769",0.5249,1.62,50.5153,3
"14770",0.3362,0.55,58.869,3
"14771",-0.0813,0.1,33.1016,2
"14778",0.1301,-0.61,56.303,3
"14779",1.4928,-1.29,57.8658,2.5
"14780",-0.4654,1.34,55.0494,3
"14782",0.4615,0.1,61.6012,3
"14783",0.537,1.62,56.2927,3
"14786",1.3387,0.1,67.5409,3.5
"14788",-1.4113,-9,46.4065,2
"14790",-0.0922,-0.95,46.5792,2.5
"14791",0.2176,1.62,55.4066,3.5
"14792",1.9265,0.1,61.6563,4
"14793",-0.7176,0.1,55.303,3
"14796",-0.9707,-0.29,47.0353,1
"14797",0.0646,0.27,44.8617,3
"14798",-0.0401,0.1,31.8518,2
"14799",-1.2395,-7,40.0303,1
"14801",1.3081,0.1,58.7347,4
"14802",0.3982,0.1,52.3899,2.5
"14803",0.297,-0.17,50.8312,2.5
"14805",-0.1036,1.34,53.3631,2.5
"14809",-0.0103,1.62,42.5352,1.5
"14811",-0.2094,0.1,49.1164,2
"14813",1.2851,-7,72.2606,4
"14818",0.3693,-0.17,59.4658,4
"14819",0.2726,-1.36,46.8158,2.5
"14823",0.2669,0.51,46.5351,3.5
"14824",-0.0972,1.17,59.2963,2.5
"14826",1.8401,-1.68,52.6042,3.5
"14827",-0.0597,-1.27,46.1342,1.5
"14829",0.5871,1.62,52.7319,4
"14830",-0.7757,-0.56,47.1161,3
"14835",-0.8602,-7,39.9059,1.5
"14837",1.0497,1.34,63.5867,4
"14841",-0.4992,-2.92,44.3842,0.25
"14842",0.3907,-0.34,48.3892,2.5
"14849",-0.428,-7,55.7701,3.5
"14852",-0.3439,0.1,49.5046,2
"14853",0.0839,0.51,52.5997,3
"14854",-0.8455,-0.97,44.6426,1
"14855",0.3071,-7,55.7882,3.5
"14857",0.2104,-1.41,46.373,1
"14859",-0.8008,0.95,34.6695,0.5
"14860",1.5912,0.49,66.9276,3
"14861",-0.1377,1.17,64.8481,3.5
"14862",-0.0506,1.62,58.4068,2
"14863",-0.8552,0.1,38.761,0.5
"14864",-0.3573,-9,46.028,0.5
"14865",2.3562,0.68,48.4742,2.5
"14867",-0.9534,-0.3,44.9069,2.5
"14868",0.1679,-0.17,38.8883,1
"14871",-0.0096,-0.17,50.5341,2.5
"14878",0.4639,-0.17,54.3659,2
"14879",-0.9798,0.49,49.5557,2
"14880",-0.5144,-2.92,51.6161,2.5
"14881",-0.5512,0.49,51.0122,2
"14882",1.081,0.1,58.0002,3
"14883",-1.2893,0.1,45.1575,1
"14884",-0.2041,-1.24,41.8577,2
"14885",1.7718,1.62,69.2268,4
"14890",-0.2019,-0.17,55.1624,2
"14891",0.2961,-9,55.4605,3
"14893",0.411,1.62,62.578,3.5
"14894",0.522,0.95,70.5759,4
"14895",0.7921,-0.56,55.3461,2
"14898",-0.1124,0.1,42.1669,1.5
"14899",-0.0384,-0.3,48.7359,1.5
"14900",0.0686,0.1,58.0944,1.5
"14901",0.6252,1.62,59.5256,3
"14903",-1.1433,-0.93,48.9613,3
"14906",-0.6094,-0.56,46.7801,1
"14907",0.7016,0.1,53.6782,2.5
"14908",0.1214,-0.56,44.6741,3
"14912",1.0199,1.34,53.081,3
"14914",-0.1941,-1,49.5853,1.5
"14916",-0.7077,-7,48.6051,2
"14919",0.5117,-0.03,55.2745,2
"14923",1.412,-0.97,62.3659,2
"14925",0.3152,0.1,40.9215,1.5
"14927",-0.8737,-7,34.313,3
"14928",-0.6504,-2.53,32.7448,2.5
"14930",0.1214,1.62,48.7793,3.5
"14931",1.2088,0.1,55.8125,3
"14934",0.6455,-1.41,30.6126,1.5
"14939",-0.3214,-1.02,44.3395,1.5
"14942",0.6261,0.1,48.5857,2.5
"14943",1.6149,1.62,64.3609,3
"14944",-0.4338,-7,50.2281,3.5
"14946",0.512,1.62,56.6387,2
"14947",-0.9952,-1.41,56.0927,2.5
"14950",0.5638,1.62,65.0121,3.5
"14952",-0.3362,1.62,64.8999,2.5
"14957",0.2732,1.62,66.4584,4
"14958",-0.5825,-0.17,45.2916,2.5
"14959",-0.0109,0.49,56.275,3
"14962",1.4314,0.1,73.2558,4
"14964",-0.5581,-2.92,35.4519,1
"14965",-0.7236,0.27,43.7762,2
"14966",-0.3465,0.1,62.6522,3.5
"14969",1.3306,-7,51.8645,2.5
"14971",0.2143,0.1,39.1306,2.5
"14972",-0.6363,-7,47.1762,3.5
"14975",-0.2053,-7,48.3825,1
"14976",1.1982,1.62,77.2194,3
"14977",0.1348,-9,48.1764,2.5
"14979",-0.3596,1.62,53.6782,3.5
"14982",-1.3184,0.55,59.5722,3
"14987",-0.5771,-1.63,49.0534,2
"14991",-0.5402,0.22,41.3525,2
"14992",0.6902,0.1,67.7052,2.5
"14993",0.5736,1.62,49.6401,2.5
"14994",-0.5089,0.1,56.6391,3.5
"14996",0.4973,1.62,63.7437,3
"14997",-0.5665,1.62,65.4877,2.5
"15001",-0.532,0.55,49.1263,2
"15003",-0.3465,-1.65,54.4304,3.5
"15006",-0.0972,0.38,37.6554,2
"15007",2.0124,-9,54.7305,3
"15009",0.4524,0.1,66.8833,4
"15013",1.172,1.62,69.5699,3.5
"15015",-1.2098,-0.17,45.6697,1
"15018",1.2149,0.1,50.9753,3
"15019",-0.4687,-2.92,51.5536,1.5
"15020",0.9673,0.51,38.3847,1.5
"15024",-0.3301,-7,62.5296,3.5
"15025",0.1089,-0.17,47.4539,2
"15028",-0.0284,-1.41,40.4516,2
"15029",-1.1739,0.53,33.2208,3
"15031",2.5668,1.62,73.8767,4
"15033",0.2895,0.1,49.5087,3.5
"15034",1.009,0.94,53.0902,3.5
"15035",1.5122,-1.41,59.2551,2.5
"15036",0.1467,0.1,51.3636,1.5
"15037",-0.0922,-1,43.6519,2.5
"15038",-1.1348,-7,51.3196,3
"15039",0.8429,-7,50.4077,3.5
"15042",-0.1772,-0.56,46.1545,1.5
"15044",0.0814,1.62,60.7441,2
"15046",0.1251,-0.29,59.2671,2.5
"15054",0.6427,-0.29,51.5686,3
"15055",1.4372,1.34,75.0083,3.5
"15056",1.6085,0.94,58.5771,2.5
"15057",0.8442,1.34,70.0329,2.5
"15059",-1.3178,-0.85,42.4042,2
"15061",0.3101,0.55,67.7602,4
"15064",-0.5149,-0.22,41.6602,1.5
"15067",0.2339,0.1,57.8669,1.5
"15069",0.1033,-0.97,71.7361,2.5
"15072",0.813,0.94,74.5606,4
"15074",1.1602,1.62,46.0537,1.5
"15076",0.1805,-2.92,49.065,0.5
"15078",0.8693,-7,47.1103,2.5
"15079",0.177,0.38,60.3543,3
"15080",0.9376,-1.68,52.8702,3
"15085",1.3586,1.21,67.5838,4
"15087",0.6338,-0.17,39.9916,2
"15088",-0.1561,0.1,57.7309,3
"15090",0.7236,1.62,54.9163,1
"15091",0.142,0.1,49.1413,4
"15095",1.1839,0.1,48.9126,2
"15096",1.171,0.1,53.5567,3.5
"15098",-0.3255,-0.58,51.0965,2
"15100",0.0676,-1.41,36.201,2.5
"15101",1.009,1.34,58.6455,3.5
"15103",-0.87,0.55,43.824,1
"15106",0.7961,-0.17,52.066,2
"15108",1.4352,0.1,49.5078,2.5
"15109",-0.058,0.9,55.5301,1.5
"15110",0.7614,-9,48.7567,3.5
"15111",0.1859,0.1,41.8754,2
"15112",-0.1506,0.38,49.8056,2.5
"15115",-0.0506,0.1,41.4325,3.5
"15116",-0.8387,-0.29,51.8246,2.5
"15117",-0.4843,-0.17,44.9667,1
"15119",1.3397,0.51,58.7082,3.5
"15123",-0.167,0.1,44.4036,1
"15124",0.758,0.1,59.2066,3.5
"15128",0.2072,-0.56,70.698,4
"15130",0.5195,1.62,54.8386,3.5
"15131",0.0239,-1.41,57.5986,1.5
"15134",0.5678,0.1,58.6141,2.5
"15136",0.5305,0.1,66.2356,4
"15137",-0.473,-7,28.8301,1.5
"15141",-0.8602,0.1,46.6848,3.5
"15142",0.1801,-0.12,48.0047,2
"15143",1.332,1.34,82.1876,4
"15145",0.0188,-1.41,43.5765,1.5
"15147",-0.8971,1.34,59.0887,3.5
"15149",-1.2553,-7,41.7314,2.5
"15150",1.1624,-7,59.1498,3.5
"15151",-0.4728,-0.56,45.8382,3
"15152",0.1964,0.94,62.1115,1.5
"15154",-0.3182,1.62,37.15,3
"15155",0.2582,0.68,37.3999,0.25
"15157",-1.0941,0.1,46.6937,1
"15160",-0.271,0.1,58.8289,2.5
"15163",1.5406,1.62,41.5587,2.5
"15164",1.127,0.49,71.9373,4
"15165",-1.3407,0.1,28.6717,1
"15168",-0.6714,0.1,44.6102,1.5
"15169",0.3183,1.62,50.0757,2.5
"15172",0.6306,-7,52.164,3
"15174",-0.5019,1.21,48.137,2.5
"15175",0.9351,-9,53.8645,2
"15176",0.4136,-9,42.9332,2.5
"15177",1.3892,0.1,49.6247,2.5
"15179",0.4396,1.62,44.0699,1.5
"15182",0.7614,-0.17,53.0835,3.5
"15183",-0.8498,-0.44,54.7282,2.5
"15184",-0.3554,-7,38.8988,1
"15187",-0.2463,-7,45.4719,3
"15190",-0.4122,-0.13,34.3617,1
"15191",0.3239,0.1,66.1879,3.5
"15192",0.8559,1.62,56.5048,3
"15193",-0.4642,-0.29,29.0866,1.5
"15194",-0.6401,-7,50.0983,4
"15195",-1.3184,0.38,48.6507,1
"15200",-1.1103,1.62,69.197,2.5
"15201",-0.4023,-0.85,38.7956,1.5
"15202",0.2046,0.1,49.7016,1.5
"15203",-0.3734,0.1,70.4104,3.5
"15204",-0.2429,1.62,64.2126,3.5
"15205",-1.0811,1.21,60.4596,1.5
"15207",0.1762,-7,48.3786,1
"15208",-0.3624,1.62,50.7871,1.5
"15210",0.4753,0.1,45.4517,1.5
"15212",0.3135,-0.29,42.5957,1.5
"15213",0.0974,-7,32.5456,2.5
"15217",0.504,-0.58,60.9745,3
"15218",-0.8837,0.55,44.5906,1
"15219",0.942,0.55,48.7334,4
"15220",1.7484,0.1,68.5389,3
"15221",0.2691,-1,52.2641,3
"15222",0.3358,0.95,52.2312,4
"15223",0.7132,0.1,53.1782,3.5
"15225",0.4262,0.1,52.3277,3
"15226",-0.5628,-0.97,61.2895,3.5
"15227",0.0375,-0.61,40.6571,1
"15229",-0.5628,0.66,39.4189,1.5
"15231",-1.3184,0.1,47.8812,2
"15232",-0.1864,0.51,42.4244,1.5
"15234",0.2451,1.62,39.5599,1.5
"15235",-0.9966,-7,52.0779,3.5
"15236",-0.3607,-7,33.5697,2.5
"15238",-0.1804,0.1,46.9284,3.5
"15239",0.0236,-0.95,53.5146,2.5
"15243",0.4462,-0.56,61.9145,4
"15244",-0.8168,1.62,45.6048,1.5
"15245",0.394,1.21,57.3117,1.5
"15246",-0.4075,0.1,40.8361,2
"15248",-0.0946,-9,47.2076,1.5
"15249",1.206,-0.17,26.3993,2
"15250",-0.0274,-0.13,61.0676,3
"15251",0.7961,-0.97,32.7735,1.5
"15252",0.5161,-0.17,55.3721,2.5
"15255",1.6429,0.27,60.7789,2.5
"15257",0.1072,0.1,58.1945,2.5
"15258",0.4926,-0.58,44.5747,1
"15259",0.9503,1.34,66.3187,3.5
"15261",0.1833,-2.21,51.594,2
"15263",-0.3163,-1.41,38.5297,1
"15264",0.6524,0.1,48.0703,2
"15265",-0.3332,-0.3,54.1722,2
"15266",0.4351,0.94,46.6432,2.5
"15268",0.5002,1.62,55.5187,3
"15269",-0.1325,0.1,48.4157,0.25
"15274",0.4529,-1.43,33.1925,1.5
"15282",0.5748,-0.56,36.8441,1.5
"15286",-0.6307,-1.41,36.5861,0.5
"15287",0.718,1.62,53.6985,2
"15289",-0.5512,-0.97,51.1222,2.5
"15290",-1.46,0.49,32.6896,2
"15293",0.8108,0.1,49.1508,3.5
"15294",-0.6003,0.1,39.1902,1.5
"15295",-0.4348,0.1,42.6109,1.5
"15300",0.3355,1.62,52.229,1.5
"15301",0.3735,1.62,59.7807,0.25
"15302",-0.5301,0.1,55.3683,2.5
"15303",-1.2395,-0.61,50.6342,2
"15304",-1.0924,0.1,43.0739,2
"15306",-0.7626,-9,57.1431,2
"15308",0.8076,-9,66.1675,2.5
"15309",-0.422,1.34,46.0859,3.5
"15310",1.8524,1.62,56.0471,2.5
"15311",-0.0467,-1.02,52.2559,2
"15315",-0.1815,-7,48.7198,0.5
"15317",-0.473,-1.41,41.3005,0.5
"15318",0.0885,-0.58,48.5491,0.5
"15319",0.2427,0.95,43.9188,1
"15320",-0.3671,-0.17,57.0868,2
"15321",1.035,0.1,42.501,1
"15322",-0.8623,-1.41,30.9578,1
"15325",-1.3184,-2.92,36.6246,1.5
"15327",0.9661,-0.34,52.6669,2.5
"15328",0.4529,0.1,38.4367,1
"15329",-0.8602,-7,47.9518,2
"15336",-1.0836,-1.53,43.7106,2
"15337",0.3534,1.07,42.512,1.5
"15339",-0.4341,1.62,62.8495,3
"15341",-0.303,1.62,53.2714,3.5
"15344",-0.2701,-0.17,56.072,2.5
"15345",-0.7751,0.1,49.0702,2
"15347",0.0615,0.1,46.3394,1.5
"15348",0.0568,-1.02,51.746,1.5
"15349",-0.2562,1.34,62.8541,4
"15350",0.7427,-0.56,46.994,3
"15351",-1.429,-0.75,53.7357,1.5
"15352",0.1969,-7,48.4293,2.5
"15356",0.811,-0.34,45.4454,3
"15357",1.0925,-0.56,54.4194,3.5
"15359",0.2047,-7,50.9271,3.5
"15360",-0.5434,-1.7,48.141,0.5
"15361",0.9587,0.1,61.3064,3.5
"15362",0.687,1.62,55.2769,2.5
"15365",-0.2895,-7,40.355,2.5
"15366",0.9729,1.62,63.049,1.5
"15368",-0.2985,0.94,50.4903,2.5
"15371",-0.0228,0.24,57.908,3
"15373",-0.6101,-7,49.5655,3
"15374",1.4233,1.62,74.8414,4
"15375",-0.8001,1.62,51.2192,0.5
"15378",-0.0743,-0.17,45.1419,2
"15379",0.3253,1.62,58.971,4
"15382",-0.1484,0.1,46.79,2.5
"15383",2.1428,1.21,63.0694,4
"15387",0.271,-0.12,31.1007,1
"15390",-0.8837,-0.17,46.8985,3
"15392",0.8585,0.1,63.813,3.5
"15394",0.2038,-7,55.8494,4
"15395",-0.006,0.1,47.6876,2
"15397",-0.795,-0.32,32.5979,2
"15400",-0.4069,-0.97,49.977,1
"15406",1.0548,-1.02,49.7196,2
"15409",-0.6927,0.1,69.8171,4
"15410",0.07,-1.8,45.8201,2.5
"15411",0.3351,-0.56,42.8294,1.5
"15415",0.0301,1.62,64.1784,2
"15416",-0.1893,-0.29,56.3031,2.5
"15420",-1.245,-0.97,49.9003,2
"15421",-0.0996,-0.17,51.266,2.5
"15422",1.3586,1.62,45.3958,2
